Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"10/01/2020","3 TALBOT RD, MALAHIDE, DUBLIN","","Dublin","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","30 DROMARD RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€347,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","30 FAIRHAVEN ROAD, CASTLEKNOCK ROAD, CASTLEKNOCK  DUBLIN 15.","Dublin 15","Dublin","€549,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","30 LANSDOWNE VILLAGE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","30 PARK DR CLOSE, CASTLKNOCK DUBLIN 15, DUBLIN","Dublin 15","Dublin","€418,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","32 SOUTH GATE, CORK ST, DUBLIN 8","Dublin 8","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","34 RIBH RD, ARTANE, DUBLIN 5","Dublin 5","Dublin","€132,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","37 BRIAN RD, MARINO, DUBLIN 3","Dublin 3","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","37 CHELMSFORD RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","37 OAKLANDS AVE, SWORDS, DUBLIN","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","38 MELVILLE WAY, CITYSIDE, FINGLAS DUBLIN 11","Dublin 11","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","4 Meadowbank Grove, Millers Glen, Swords","","Dublin","€378,856.38","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","404 LE FANU RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","44 CASTLE DRIVE, SWORDS, CO DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","49 RAHEEN CLOSE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","5 ANNAVILLE GROVE, DUNDRUM RD, DUBLIN 14","Dublin 14","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","5 THE CEDARS, MONKSTOWN VALLEY, MONKSTOWN","","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","51 HYBREASAL HOUSE, SOUTH CIRCULAR RD, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€224,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","52 MC KEE RD, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","52 ST JOHNS WELL WAY, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin","€361,259.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","56 COLLINS SQ, BENBURB ST, DUBLIN 7","Dublin 7","Dublin","€264,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","6 BLOCK A CITYWEST, TALLAGHT BELFRY HALL, DUBLIN 24","Dublin 24","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","60 ST MAELRUAN'S PARK, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","61 HOWTH RD, HOWTH, DUBLIN","Dublin 13","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","63 CORKE ABBEY, BRAY, WICKLOW","","Dublin","€378,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","65 FITZWILLIAM QUAY, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","66 Ashfield Avenue, Ridgewood, Forrest Road","","Dublin","€392,100.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","67 Bishops Gate, Enniskerry Road, Kilternan","Dublin 18","Dublin","€427,313.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","68 Hollywoodrath Avenue, Hollystown, Dublin","","Dublin","€321,586.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","69 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€506,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","7 DEANS GRANGE RD, BLACKROCK, DUBLIN","","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","7 Riverwood Square, Castleknock, Dublin 15","","Dublin","€378,854.63","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","72 HIGHTHORN PARK, DUN LAOGHAIRE, DUBLIN","","Dublin","€645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","76 WALSH RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€43,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","77 FERRYCARRIG DR, FAIRFIELD, COOLOCK DUBLIN 17","Dublin 17","Dublin","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","8 RIVERWOOD CLOSE, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","8 TYMON NORTH AVE, TALLAGHT DUBLIN 24, DUBLIN","Dublin 24","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","8 WILLOW WOOD VIEW, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","83 DUNMANUS RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","89 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","9 rahillion way, donabate","","Dublin","€427,313.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","9 Riverwood Square, Castleknock, Dublin 15","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","92 CARRIG COURT, CITYWEST, SAGGART","Dublin 24","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","Apartment 11 Anglesea, Crofton Road, Dun Laoghaire","","Dublin","€726,872.24","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","APARTMENT 29, GROVE COURT APARTMENTS, BLANCHARDSTOWN","","Dublin","€445,000.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","APARTMENT 3, GROVE COURT APARTMENTS, BLANCHARDSTOWN","","Dublin","€5,961,000.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","APT 1, 82 MEATH ST, DUBLIN 8","Dublin 8","Dublin","€685,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","APT 3, 51 MAIN ST, CLONGRIFFIN DUBLIN 13","Dublin 13","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","APT 3, CARRIG HOUSE, CARRICKBRENNAN RD","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","APT 4, ROCHFORT HOUSE, BRENNANSTOWN DUBLIN 18","Dublin 18","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","APT 4, THE OLD DISTILLERY, ALLINGHAM ST DUBLIN 8","Dublin 8","Dublin","€252,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","APT. 73 MAYESTONE SQUARE  MAYESTONE, ST MARGARETS ROAD, FINGLAS","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","ARKLOW HOUSE, GRANVILLE PARK, NEWTOWNPARK AVE","","Dublin","€1,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","GLEN COTTAGE, GLENALUA RD, KILLINEY","","Dublin","€512,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","KEEM, CHURCH RD, BALLYBRACK","","Dublin","€875,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","LAUREL COTTAGE, STOCKING LANE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","RINN MARA, BELGRAVE RD, MONKSTOWN","","Dublin","€1,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","THE BOWER, FANCOURT, BALBRIGGAN","","Dublin","€705,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","10 ASHGROVE COURT, SANDYFORD RD, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€381,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","11 ARDAGH CRESCENT, BLACKROCK, DUBLIN","","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","116 MOUNTAIN VIEW PARK, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","12 CORBALLY PARK, WESTBROOK GLEN, SAGGART","Dublin 24","Dublin","€302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","12 Hallwell Drive, Adamstown, Lucan","","Dublin","€286,651.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2020","2 CLARION QUAY, BLOCK 8, IFSC DUBLIN 1","Dublin 1","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","27 BELARMINE HALL, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","27 KIRKPATRICK DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","28 THE GROVE, ST MARNOCKS BAY, PORTMARNOCK","","Dublin","€387,665.20","No","Yes","New Dwelling house /Apartment",""
"13/01/2020","32 BANGOR RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","37 WILLOW PARK GROVE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","4 THE ORCHARD, CHERRYFIELD AVE UPPER, RANELAGH DUBLIN 6","Dublin 6","Dublin","€535,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","42 JOYCE RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","51 ELMBROOK WALK, LUCAN, DUBLIN","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","51 WOODVIEW HEIGHTS, LUCAN, DUBLIN","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","56 ST JARLATH RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","61 Bishop's Gate, Enniskerry Road, Kilternan","Dublin 18","Dublin","€440,088.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2020","78 JOHN MCCORMACK AVE, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€338,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","8 ST JARLATHS RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€254,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","82 DOLLYMOUNT PK, DUBLIN 3, DUBLIN","Dublin 3","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","87 THE WINDMILL, SR JOHN RODGERSONS QUAY, DUBLIN 2","Dublin 2","Dublin","€345,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","9 LUTTREL PARK CLOSE, CASTLEKNOCK, DUBLIN 15","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","9 THE BELFRY, KILBARRACK RD, DUBLIN 5","Dublin 5","Dublin","€273,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","A6 B4 CLARION QUAY, EXCISE WALK, IFSC DUBLIN 1","Dublin 1","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","Apartments 1-7, 2 Richmond Row, Portobello","Dublin 8","Dublin","€995,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2020","Lothlorien, Mart Lane, Foxrock","Dublin 18","Dublin","€867,841.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2020","WILLOWSEND, 20 FAIRY HILL, BLACKROCK","","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","10 Edenbrook Close, Edenbrook, Citywest","Dublin 24","Dublin","€330,397.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","103 Drumnigh Manor, Portmarnock","","Dublin","€506,607.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","12 LATCHFORD SQ, ONGAR, DUBLIN 15","Dublin 15","Dublin","€299,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","122  MERRION GROVE, STILLORGAN, DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","14  Hollywoodrath Grove, Hollystown","Dublin 15","Dublin","€352,422.90","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","146 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","162 OXMANTOWN RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","19 BEECHFIELD HEIGHTS, CLONEE, DUBLIN","Dublin 15","Dublin","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","206 ARDMORE DR, ARTANE, DUBLIN 5","Dublin 5","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","22 MELVILLE COURT, CITYSIDE, MEAKSTOWN DUBLIN 11","Dublin 11","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","25 DRUMMARTIN RD, KILMACUD, DUBLIN 4","Dublin 14","Dublin","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","26 GREENCASTLE CRESCENT, COOLOCK, DUBLIN 5","Dublin 17","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","27 SUMMERHILL PARADE, DUBLIN 1","Dublin 1","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","28 SUMMERHILL PARADE, DUBLIN 1","Dublin 1","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","28 THORNFIELD SQ, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","29  THE  GROVE, ST. MARNOCKS BAY, STATION  ROAD PORTMARNOCK","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","29 BLACKHORSE GROVE, NORTH CIRCULAR ROAD, DUBLIN 7","Dublin 7","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","29 MONASTERY GATE VILLAS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","3 GREENWOOD WALK, AYRFIELD, DUBLIN 13","Dublin 13","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","3 STRANDVILLE AVENUE, NORTH STRAND, DUBLIN 3","Dublin 3","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","303 PARKLANDS, NORTHWOOD, SANTRY","Dublin 9","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","39 KILCARBERRY AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","43 HUNTERS AVE, HUNTERS WOOD, BALLYCULLEN RD DUBLIN 24","Dublin 24","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","56 The Drive, Semple Woods, Donabate","","Dublin","€405,287.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","57 BANCROFT PARK, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","57 NEW IRELAND RD, RIALTO, DUBLIN 8","Dublin 8","Dublin","€354,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","58 GRANGE VIEW RD, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","58 RATHDOWN RD, GRANGEGORMAN LOWER, DUBLIN","Dublin 7","Dublin","€547,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","6  Meadowbank Grove, Millers Glen, Swords","","Dublin","€312,775.33","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","6 BALLINTYRE HEATH, BALLINTYRE, BALLINTEER DUBLIN 16","Dublin 16","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","6 Dun Gaoithe Heights, Aikens Village, Village Road","","Dublin","€426,872.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","64 SHREWSBURY RD, SHANKILL, DUBLIN","Dublin 18","Dublin","€537,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","69 COOLAMBER DR, RATHCOOLE, DUBLIN","Dublin 24","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","73 NORTH CIRCULAR ROAD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","74 SEAPARK DR, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","76 CHARLEMONT AVE, GRIFFITH AVE, DUBLIN 9","Dublin 9","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","8 ASHTON LAWNS, ASHTON BROC, SWORDS","","Dublin","€310,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","8 CLUNY GROVE, KILLINEY, DUBLIN","","Dublin","€735,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","8 Riverwood Square, Castleknock","Dublin 15","Dublin","€370,044.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","9 Amberley Court, Stillorgan Park Avenue, Blackrock","","Dublin","€925,110.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","9 CELTIC PARK AVE, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","9 EMMET STREET, NORTH CIRCULAR ROAD, DUBLIN 7","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","9 Sycamore Grove, Glasnevin, Dublin 11","","Dublin","€414,096.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","9 THE OAKS, CLONSHAUGH WOODS, CLONSHAUGH","Dublin 17","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","93 GREENVILLE PLACE, THE BLACKPITTS, DUBLIN 8","Dublin 8","Dublin","€252,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","9TH LOCK ROAD, CLONDALKIN, DUBLIN 22","","Dublin","€1,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","Apartment 10 Sycamore Hall, Clay Farm, Leopardstown","","Dublin","€361,233.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","APARTMENT 1, 96 CAPEL STREET, DUBLIN 1","","Dublin","€2,029,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APARTMENT 1, 97 CAPEL STREET, DUBLIN 1","","Dublin","€2,029,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APARTMENT 25, BEHAN SQUARE, 12-16 RUSSELL STREET","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APT 16, WELLINGTON COURT, MOUNTJOY ST","Dublin 7","Dublin","€198,357.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APT 1, 14 AUGHRIM ST, DUBLIN 7","Dublin 7","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APT 1, 2 GARDINER PL, DUBLIN 1","Dublin 1","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APT 1, 60 MOUNTJOY SQ, DUBLIN 1","Dublin 1","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2020","APT 1, 68 BLESSINGTON ST, DUBLIN 7","Dublin 7","Dublin","€680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
